Student ID,Name,Gender,Age,Department,Semester,Attendance (%),Internal Marks,Midterm Marks,Final Exam Marks,Total Marks,GPA,Result,Backlogs,Scholarship,Hostel Resident,Extra Curricular Score,Parental Income (USD),Internet Access,Study Hours per Day
STD17509,Student_17509,Male,23,CE,6,74.72,15,30,30,75,2.5,Fail,2,No,No,36.33,4873.31,No,2.15
STD17510,Student_17510,Female,17,BBA,5,78.8,16,25,31,72,2.0,Fail,0,No,No,47.19,6056.45,No,2.6
STD17511,Student_17511,Female,22,CSE,6,63.25,29,34,63,126,3.7,Fail,2,No,No,86.15,1847.56,Yes,2.53
STD17512,Student_17512,Male,20,EEE,6,87.54,11,33,61,105,3.3,Pass,0,No,Yes,64.88,6778.56,Yes,4.06
STD17513,Student_17513,Female,18,BBA,7,88.23,13,28,41,82,2.5,Pass,0,No,No,97.37,6155.16,Yes,2.26
STD17514,Student_17514,Female,23,EEE,1,81.92,25,33,55,113,3.3,Pass,0,No,No,55.43,4215.18,Yes,3.54
STD17515,Student_17515,Female,23,ME,7,75.06,12,29,51,92,3.0,Fail,2,No,Yes,54.47,6688.39,Yes,0.5
STD17516,Student_17516,Male,21,BBA,7,85.2,16,38,60,114,3.3,Pass,0,No,Yes,81.62,5956.28,Yes,3.74
STD17517,Student_17517,Male,19,Textile,7,83.11,12,22,62,96,3.0,Fail,1,Yes,No,48.35,8277.08,Yes,4.54
STD17518,Student_17518,Female,17,Textile,4,78.13,16,20,51,87,2.5,Pass,0,No,No,44.16,7024.46,Yes,3.52
STD17519,Student_17519,Female,22,CE,3,85.18,20,35,37,92,3.0,Pass,0,No,No,60.94,4735.97,Yes,4.86
STD17520,Student_17520,Male,24,EEE,1,94.01,25,25,45,95,3.0,Pass,0,No,No,43.94,3237.25,No,2.35
STD17521,Student_17521,Male,24,Textile,7,80.93,25,32,57,114,3.3,Fail,2,No,No,62.88,7180.98,Yes,1.6
STD17522,Student_17522,Female,21,Textile,7,79.2,23,46,43,112,3.3,Fail,1,Yes,No,67.65,5081.86,Yes,4.13
STD17523,Student_17523,Male,24,CE,5,81.11,25,39,33,97,3.0,Fail,1,No,No,90.1,4664.3,Yes,3.87
STD17524,Student_17524,Female,21,CE,6,81.14,29,21,53,103,3.0,Pass,0,No,No,28.49,3553.84,Yes,2.55
STD17525,Student_17525,Female,17,Textile,3,89.56,16,23,48,87,2.5,Fail,1,No,No,100.0,8700.26,Yes,1.24
STD17526,Student_17526,Male,18,EEE,6,89.08,11,44,54,109,3.3,Fail,1,No,No,48.61,3212.43,Yes,5.3
STD17527,Student_17527,Male,22,EEE,3,89.35,18,38,46,102,3.0,Pass,0,No,No,100.0,6408.39,Yes,1.81
STD17528,Student_17528,Female,19,CSE,3,84.25,14,34,65,113,3.3,Fail,1,No,No,51.55,8112.25,No,2.21
STD17529,Student_17529,Female,17,CSE,4,86.77,19,34,31,84,2.5,Fail,2,No,Yes,55.53,4342.33,Yes,4.85
STD17530,Student_17530,Male,22,BBA,5,68.05,20,43,56,119,3.3,Fail,1,No,Yes,80.59,5168.28,Yes,0.5
STD17531,Student_17531,Female,21,BBA,5,75.12,27,24,37,88,2.5,Pass,0,No,Yes,26.71,1337.01,Yes,2.28
STD17532,Student_17532,Male,21,BBA,6,84.68,19,33,66,118,3.3,Pass,0,No,Yes,39.47,2652.42,Yes,1.07
STD17533,Student_17533,Male,17,CSE,8,85.94,23,24,34,81,2.5,Fail,1,No,No,29.87,8536.11,Yes,3.08
STD17534,Student_17534,Male,22,CE,7,94.05,18,30,33,81,2.5,Pass,0,No,No,83.68,2189.95,Yes,3.97
STD17535,Student_17535,Male,21,Textile,4,80.25,11,46,35,92,3.0,Fail,2,No,No,70.0,5038.15,Yes,3.32
STD17536,Student_17536,Male,17,ME,5,66.33,18,26,58,102,3.0,Fail,1,No,No,84.45,6127.47,Yes,1.62
STD17537,Student_17537,Female,23,ME,3,90.05,26,24,37,87,2.5,Fail,2,No,No,62.1,3551.45,Yes,1.89
STD17538,Student_17538,Male,17,Textile,3,66.31,14,26,39,79,2.5,Fail,1,No,No,35.01,3974.38,Yes,2.36
STD17539,Student_17539,Male,19,EEE,6,80.96,23,21,64,108,3.3,Fail,1,No,No,58.92,7108.56,Yes,3.14
STD17540,Student_17540,Male,17,CSE,8,68.02,27,36,39,102,3.0,Pass,0,No,Yes,54.78,3199.7,Yes,5.68
STD17541,Student_17541,Male,23,EEE,3,100.0,28,29,45,102,3.0,Pass,0,Yes,No,40.51,4571.01,Yes,2.23
STD17542,Student_17542,Male,22,ME,5,72.81,18,42,41,101,3.0,Pass,0,No,No,63.67,3412.92,Yes,4.42
STD17543,Student_17543,Male,22,EEE,2,85.37,12,40,54,106,3.3,Pass,0,No,No,64.66,3867.05,Yes,2.21
STD17544,Student_17544,Male,24,CSE,1,83.19,26,42,44,112,3.3,Fail,1,No,No,65.1,9222.32,No,0.59
STD17545,Student_17545,Female,21,CSE,2,68.04,13,36,43,92,3.0,Fail,2,Yes,No,72.24,2540.12,Yes,5.17
STD17546,Student_17546,Female,24,CSE,4,99.66,16,42,35,93,3.0,Fail,2,No,No,55.17,9469.51,Yes,3.41
STD17547,Student_17547,Female,20,ME,2,91.54,12,20,65,97,3.0,Fail,2,Yes,No,74.74,2807.43,Yes,4.45
STD17548,Student_17548,Female,19,CSE,8,80.12,18,48,32,98,3.0,Fail,2,No,Yes,45.29,2252.93,Yes,3.55
STD17549,Student_17549,Male,22,BBA,8,71.93,23,48,56,127,3.7,Pass,0,No,No,76.16,4408.58,Yes,4.65
STD17550,Student_17550,Female,21,BBA,7,74.22,21,38,46,105,3.3,Pass,0,No,Yes,73.54,2742.65,Yes,4.01
STD17551,Student_17551,Male,21,Textile,8,67.37,15,22,54,91,3.0,Pass,0,No,Yes,89.48,6425.67,No,4.08
STD17552,Student_17552,Female,19,CSE,6,82.08,19,22,64,105,3.3,Fail,1,No,No,75.74,6479.27,Yes,2.14
STD17553,Student_17553,Female,24,BBA,2,87.42,23,24,34,81,2.5,Fail,1,No,Yes,70.17,3028.05,Yes,3.39
STD17554,Student_17554,Male,19,CSE,7,97.32,27,34,59,120,3.7,Fail,2,No,No,85.02,2984.23,Yes,3.83
STD17555,Student_17555,Male,24,ME,6,93.18,12,37,47,96,3.0,Pass,0,No,No,57.84,6153.88,Yes,3.51
STD17556,Student_17556,Female,21,BBA,4,93.48,25,20,49,94,3.0,Fail,2,No,Yes,29.21,4597.6,Yes,2.18
STD17557,Student_17557,Female,23,ME,2,89.03,20,25,56,101,3.0,Pass,0,No,No,76.04,3709.04,Yes,3.26
STD17558,Student_17558,Female,20,BBA,1,88.15,22,29,46,97,3.0,Pass,0,No,No,35.84,4337.04,No,4.08
STD17559,Student_17559,Female,23,CE,5,83.01,18,47,63,128,3.7,Pass,0,No,No,78.88,5760.0,Yes,4.34
STD17560,Student_17560,Male,18,CE,7,92.17,23,45,37,105,3.3,Pass,0,Yes,No,23.72,6254.36,Yes,2.86
STD17561,Student_17561,Female,23,Textile,4,78.8,24,31,41,96,3.0,Fail,1,No,No,82.12,4244.82,Yes,2.94
STD17562,Student_17562,Female,21,Textile,2,84.22,28,23,64,115,3.3,Fail,2,No,No,100.0,6172.82,No,4.1
STD17563,Student_17563,Female,19,Textile,3,86.5,11,36,32,79,2.5,Fail,1,No,No,65.1,5309.94,Yes,1.96
STD17564,Student_17564,Female,17,ME,3,92.34,22,44,43,109,3.3,Pass,0,Yes,No,48.07,3841.16,Yes,2.62
STD17565,Student_17565,Female,17,BBA,4,79.8,27,26,44,97,3.0,Fail,1,No,No,59.33,5859.13,Yes,0.96
STD17566,Student_17566,Male,19,CE,3,100.0,11,25,68,104,3.0,Pass,0,No,Yes,73.58,4882.35,Yes,2.97
STD17567,Student_17567,Male,23,CSE,1,100.0,12,39,32,83,2.5,Fail,2,No,No,71.19,3020.65,No,3.83
STD17568,Student_17568,Male,19,EEE,7,69.31,23,48,53,124,3.7,Pass,0,No,Yes,38.91,11038.02,Yes,0.68
STD17569,Student_17569,Male,18,CE,2,89.84,10,42,31,83,2.5,Fail,2,No,Yes,92.47,7237.5,Yes,1.67
STD17570,Student_17570,Male,22,CE,1,97.64,21,31,34,86,2.5,Fail,2,Yes,No,42.48,6114.19,Yes,2.0
STD17571,Student_17571,Female,24,CSE,1,79.41,14,42,33,89,2.5,Fail,2,No,No,39.78,8516.53,Yes,3.86
STD17572,Student_17572,Male,19,CE,5,91.14,28,46,65,139,4.0,Fail,1,No,Yes,46.41,4227.72,Yes,3.38
STD17573,Student_17573,Male,24,CE,2,78.92,29,27,31,87,2.5,Fail,2,No,No,65.52,4697.49,Yes,3.75
STD17574,Student_17574,Female,24,CE,4,78.9,18,28,40,86,2.5,Fail,2,No,No,64.88,3794.69,Yes,5.52
STD17575,Student_17575,Male,17,Textile,3,83.76,16,45,46,107,3.3,Pass,0,No,Yes,55.16,7158.52,Yes,4.09
STD17576,Student_17576,Male,20,Textile,7,74.8,12,36,41,89,2.5,Fail,1,No,No,72.58,5367.07,Yes,0.5
STD17577,Student_17577,Male,19,BBA,5,82.72,16,48,48,112,3.3,Fail,1,No,No,54.61,5092.6,Yes,1.86
STD17578,Student_17578,Male,18,Textile,1,74.88,24,35,42,101,3.0,Pass,0,No,Yes,56.76,3342.19,Yes,1.53
STD17579,Student_17579,Female,24,CE,3,85.0,20,22,48,90,3.0,Fail,1,No,No,50.81,3389.06,Yes,2.45
STD17580,Student_17580,Female,20,EEE,2,85.62,19,41,49,109,3.3,Fail,2,No,Yes,65.01,3984.34,Yes,2.53
STD17581,Student_17581,Male,18,Textile,1,87.13,10,40,50,100,3.0,Pass,0,No,No,44.61,5783.26,Yes,3.08
STD17582,Student_17582,Female,20,BBA,1,89.48,18,45,60,123,3.7,Pass,0,No,Yes,54.25,5593.95,Yes,3.34
STD17583,Student_17583,Male,19,BBA,2,87.64,12,44,60,116,3.3,Pass,0,Yes,No,68.99,6340.27,Yes,4.43
STD17584,Student_17584,Female,24,ME,4,93.29,15,29,34,78,2.5,Fail,2,No,No,88.98,5143.61,Yes,2.02
STD17585,Student_17585,Female,17,CE,5,79.04,27,30,69,126,3.7,Pass,0,No,Yes,14.75,2888.61,Yes,3.94
STD17586,Student_17586,Female,20,EEE,8,94.36,13,34,31,78,2.5,Fail,2,No,Yes,60.78,5770.63,Yes,1.16
STD17587,Student_17587,Female,21,EEE,2,89.11,28,37,40,105,3.3,Fail,2,No,No,61.25,5474.85,Yes,3.73
STD17588,Student_17588,Female,22,ME,3,83.86,15,23,53,91,3.0,Pass,0,No,Yes,39.46,5456.72,Yes,1.21
STD17589,Student_17589,Female,18,EEE,3,79.59,10,46,60,116,3.3,Fail,1,No,No,43.82,2971.85,Yes,0.5
STD17590,Student_17590,Female,20,BBA,8,69.02,13,32,31,76,2.5,Pass,0,No,Yes,36.05,6125.95,Yes,2.03
STD17591,Student_17591,Female,24,CSE,1,73.45,10,24,55,89,2.5,Pass,0,No,No,81.45,4595.81,Yes,2.62
STD17592,Student_17592,Female,18,BBA,7,100.0,26,25,46,97,3.0,Fail,1,No,Yes,24.21,4640.55,Yes,4.91
STD17593,Student_17593,Female,17,Textile,6,73.48,13,29,40,82,2.5,Fail,1,No,Yes,37.88,5412.85,Yes,4.64
STD17594,Student_17594,Female,18,CSE,5,78.05,16,38,42,96,3.0,Fail,2,Yes,Yes,42.92,8003.52,Yes,3.18
STD17595,Student_17595,Male,18,EEE,4,82.4,17,37,55,109,3.3,Fail,1,No,No,45.29,6765.79,No,1.58
STD17596,Student_17596,Female,21,CE,4,85.03,12,31,59,102,3.0,Fail,1,Yes,Yes,56.88,1000.0,Yes,2.23
STD17597,Student_17597,Male,18,CSE,8,80.91,21,46,49,116,3.3,Fail,1,No,No,46.97,6362.28,Yes,5.08
STD17598,Student_17598,Female,20,BBA,8,91.23,28,43,37,108,3.3,Pass,0,Yes,No,56.38,7860.97,Yes,2.22
STD17599,Student_17599,Male,24,BBA,6,87.28,19,35,49,103,3.0,Fail,2,No,No,34.28,9002.17,Yes,4.26
STD17600,Student_17600,Male,18,Textile,3,90.42,29,28,40,97,3.0,Fail,1,No,No,25.65,5271.22,Yes,5.46
STD17601,Student_17601,Male,24,BBA,4,98.65,15,32,57,104,3.0,Fail,2,No,No,62.37,3277.86,Yes,1.74
STD17602,Student_17602,Female,19,Textile,7,87.17,27,37,40,104,3.0,Fail,2,No,No,81.57,5878.37,Yes,3.39
STD17603,Student_17603,Female,18,BBA,3,82.63,15,31,38,84,2.5,Fail,2,No,No,60.17,3281.47,Yes,4.14
STD17604,Student_17604,Female,19,ME,8,62.92,27,48,65,140,4.0,Pass,0,No,Yes,56.46,5260.54,Yes,4.18
STD17605,Student_17605,Female,22,EEE,5,100.0,14,38,56,108,3.3,Pass,0,No,No,56.9,7262.08,Yes,3.8
STD17606,Student_17606,Male,18,CE,8,100.0,20,25,35,80,2.5,Fail,2,Yes,No,50.46,1000.0,Yes,3.67
STD17607,Student_17607,Female,23,Textile,6,97.66,16,40,57,113,3.3,Pass,0,No,No,85.34,3788.37,Yes,4.47
STD17608,Student_17608,Female,22,ME,1,86.89,18,43,42,103,3.0,Fail,2,No,Yes,87.97,6027.98,No,2.97
STD17609,Student_17609,Female,24,EEE,8,83.84,12,40,52,104,3.0,Fail,1,No,No,83.51,1000.0,Yes,2.73
STD17610,Student_17610,Female,23,Textile,7,84.77,28,44,40,112,3.3,Fail,1,No,No,92.28,3165.02,Yes,4.19
STD17611,Student_17611,Female,18,CSE,3,88.55,21,36,50,107,3.3,Fail,1,Yes,No,72.51,10841.63,Yes,5.85
STD17612,Student_17612,Female,20,ME,5,93.22,27,47,68,142,4.0,Pass,0,Yes,Yes,64.73,5979.72,Yes,3.62
STD17613,Student_17613,Female,23,Textile,6,77.42,24,47,53,124,3.7,Fail,2,No,No,54.3,5540.96,Yes,1.59
STD17614,Student_17614,Female,19,ME,3,81.28,29,25,40,94,3.0,Pass,0,No,No,63.1,6067.16,Yes,4.67
STD17615,Student_17615,Male,24,ME,2,81.99,14,42,55,111,3.3,Fail,2,No,No,61.46,5132.94,Yes,3.96
STD17616,Student_17616,Male,22,ME,3,90.37,17,21,49,87,2.5,Fail,2,No,Yes,86.32,10083.18,Yes,1.53
STD17617,Student_17617,Female,22,CSE,5,94.87,21,25,58,104,3.0,Pass,0,No,No,71.31,7378.56,Yes,2.48
STD17618,Student_17618,Female,19,BBA,4,97.85,26,36,33,95,3.0,Fail,1,No,No,91.01,4256.27,Yes,3.21
STD17619,Student_17619,Female,21,ME,3,87.55,28,49,47,124,3.7,Pass,0,No,No,41.44,3510.25,Yes,3.83
STD17620,Student_17620,Female,18,EEE,1,100.0,23,38,41,102,3.0,Pass,0,No,No,100.0,5925.12,Yes,4.0
STD17621,Student_17621,Male,18,BBA,5,85.95,25,49,61,135,4.0,Pass,0,Yes,No,55.38,2875.93,Yes,2.66
STD17622,Student_17622,Male,20,CSE,8,100.0,24,37,60,121,3.7,Fail,1,No,No,93.17,6139.32,Yes,0.88
STD17623,Student_17623,Female,21,CE,4,94.97,13,42,37,92,3.0,Pass,0,No,No,53.16,8246.12,Yes,4.75
STD17624,Student_17624,Male,21,CSE,5,81.59,27,30,54,111,3.3,Fail,1,No,No,70.35,6220.89,Yes,2.57
STD17625,Student_17625,Male,23,CE,3,100.0,17,44,40,101,3.0,Fail,1,Yes,No,57.15,4797.09,Yes,2.12
STD17626,Student_17626,Female,24,EEE,2,70.94,14,22,55,91,3.0,Fail,1,No,No,65.73,7354.57,Yes,0.56
STD17627,Student_17627,Female,20,CE,2,100.0,26,38,48,112,3.3,Fail,1,No,No,67.62,7072.88,Yes,1.78
STD17628,Student_17628,Female,22,Textile,8,83.07,17,28,46,91,3.0,Fail,1,Yes,No,55.12,2247.42,Yes,1.99
STD17629,Student_17629,Male,19,ME,7,66.97,22,44,39,105,3.3,Fail,1,No,No,41.06,5168.98,Yes,0.5
STD17630,Student_17630,Male,22,BBA,1,100.0,18,32,63,113,3.3,Pass,0,No,No,72.18,4170.19,Yes,0.5
STD17631,Student_17631,Female,17,Textile,6,88.7,23,27,58,108,3.3,Fail,1,No,No,82.31,5655.59,Yes,3.28
STD17632,Student_17632,Female,20,BBA,6,82.82,26,22,57,105,3.3,Fail,1,Yes,No,51.4,3988.77,Yes,3.23
STD17633,Student_17633,Male,19,ME,7,82.96,15,45,47,107,3.3,Pass,0,No,No,53.31,7269.28,Yes,0.5
STD17634,Student_17634,Male,22,BBA,1,95.8,16,25,61,102,3.0,Fail,2,Yes,No,79.15,3764.91,Yes,0.96
STD17635,Student_17635,Female,22,CSE,4,86.08,10,39,65,114,3.3,Fail,1,No,Yes,63.3,2953.2,Yes,5.12
STD17636,Student_17636,Male,21,ME,2,100.0,13,41,34,88,2.5,Fail,2,No,No,61.9,4888.77,Yes,2.59
STD17637,Student_17637,Female,20,ME,3,80.67,29,43,47,119,3.3,Fail,1,Yes,Yes,100.0,1000.0,Yes,2.09
STD17638,Student_17638,Female,17,BBA,8,73.7,20,40,45,105,3.3,Pass,0,No,Yes,27.23,3907.36,Yes,3.1
STD17639,Student_17639,Male,18,Textile,7,88.63,19,35,32,86,2.5,Pass,0,No,No,44.05,4333.84,Yes,0.86
STD17640,Student_17640,Male,20,CE,5,89.31,22,33,35,90,3.0,Fail,2,No,No,71.6,11038.55,Yes,0.5
STD17641,Student_17641,Male,24,EEE,7,75.3,29,23,62,114,3.3,Fail,1,No,No,51.74,4727.2,Yes,5.74
STD17642,Student_17642,Female,17,CE,8,71.76,22,29,45,96,3.0,Pass,0,No,No,46.8,9287.5,Yes,1.62
STD17643,Student_17643,Female,24,CSE,5,76.72,15,21,31,67,2.0,Fail,0,No,No,19.28,5578.67,Yes,5.53
STD17644,Student_17644,Female,17,ME,2,81.36,27,20,31,78,2.5,Pass,0,No,No,40.52,5272.75,Yes,0.96
STD17645,Student_17645,Female,24,ME,8,77.81,21,46,34,101,3.0,Fail,2,No,No,43.4,7319.89,Yes,3.73
STD17646,Student_17646,Female,20,CSE,7,98.57,11,36,57,104,3.0,Pass,0,Yes,No,55.21,3522.04,Yes,2.48
STD17647,Student_17647,Female,19,EEE,2,82.48,15,30,30,75,2.5,Fail,2,Yes,Yes,73.28,3503.71,Yes,3.57
STD17648,Student_17648,Male,20,ME,5,99.39,16,48,34,98,3.0,Pass,0,No,Yes,66.01,4726.17,Yes,0.67
STD17649,Student_17649,Female,22,CE,4,63.17,12,28,33,73,2.0,Fail,0,No,No,86.41,3569.76,Yes,2.33
STD17650,Student_17650,Female,23,CSE,5,89.82,20,44,58,122,3.7,Fail,1,No,No,55.43,4207.73,Yes,5.97
STD17651,Student_17651,Female,21,ME,1,87.38,18,29,31,78,2.5,Pass,0,No,No,70.14,4965.27,Yes,1.86
STD17652,Student_17652,Female,22,CE,7,97.43,23,30,44,97,3.0,Pass,0,No,No,56.64,4441.36,Yes,2.27
STD17653,Student_17653,Male,17,CSE,3,84.5,20,34,34,88,2.5,Fail,2,No,No,38.22,2078.33,Yes,0.62
STD17654,Student_17654,Female,17,CSE,7,75.66,15,21,60,96,3.0,Fail,1,Yes,No,82.11,6953.43,Yes,0.96
STD17655,Student_17655,Male,18,CSE,2,87.59,28,36,55,119,3.3,Fail,1,No,No,40.84,4137.5,Yes,4.45
STD17656,Student_17656,Male,17,EEE,6,87.29,24,30,43,97,3.0,Fail,1,Yes,Yes,77.87,7134.17,Yes,5.2
STD17657,Student_17657,Female,23,CSE,7,78.65,23,30,40,93,3.0,Pass,0,No,No,59.36,5928.22,No,2.38
STD17658,Student_17658,Female,18,Textile,2,83.35,21,25,48,94,3.0,Fail,1,No,No,71.37,5486.41,Yes,1.98
STD17659,Student_17659,Male,17,BBA,4,81.05,22,24,39,85,2.5,Pass,0,No,No,55.38,5394.21,Yes,4.02
STD17660,Student_17660,Male,17,BBA,1,100.0,14,37,46,97,3.0,Fail,1,No,No,69.08,2982.5,Yes,1.58
STD17661,Student_17661,Female,20,CSE,7,84.32,21,33,47,101,3.0,Fail,2,No,Yes,80.54,6824.25,Yes,2.97
STD17662,Student_17662,Male,20,ME,5,84.49,26,24,54,104,3.0,Pass,0,Yes,No,60.43,5563.37,Yes,5.64
STD17663,Student_17663,Female,21,BBA,1,82.89,28,35,44,107,3.3,Pass,0,No,Yes,76.71,4293.82,No,3.06
STD17664,Student_17664,Female,22,CE,1,81.81,12,33,67,112,3.3,Fail,2,No,No,58.91,6706.55,Yes,1.62
STD17665,Student_17665,Male,19,CE,4,87.6,27,37,62,126,3.7,Fail,1,Yes,No,100.0,5324.42,Yes,3.15
STD17666,Student_17666,Female,21,ME,4,77.7,27,21,60,108,3.3,Fail,1,No,Yes,52.62,4119.68,Yes,5.19
STD17667,Student_17667,Female,17,CE,6,83.93,18,26,66,110,3.3,Fail,2,No,No,55.09,4230.74,Yes,3.54
STD17668,Student_17668,Female,21,Textile,5,69.93,12,46,65,123,3.7,Fail,2,No,Yes,71.09,3395.88,Yes,1.77
STD17669,Student_17669,Male,20,ME,6,87.34,20,27,35,82,2.5,Fail,2,No,No,68.66,5500.45,Yes,3.58
STD17670,Student_17670,Male,22,CE,5,87.59,29,30,37,96,3.0,Fail,1,No,Yes,50.9,2493.6,Yes,2.05
STD17671,Student_17671,Male,17,CSE,3,73.91,25,47,40,112,3.3,Fail,1,No,No,61.28,4441.52,Yes,1.02
STD17672,Student_17672,Female,24,CE,1,91.29,24,44,55,123,3.7,Pass,0,No,Yes,63.01,5545.21,Yes,3.13
STD17673,Student_17673,Male,17,CSE,5,81.64,15,40,58,113,3.3,Fail,2,No,No,89.72,4388.49,Yes,2.77
STD17674,Student_17674,Male,21,CE,4,99.42,18,47,31,96,3.0,Pass,0,No,No,40.95,5612.68,No,1.27
STD17675,Student_17675,Male,22,CE,3,82.97,10,40,53,103,3.0,Pass,0,Yes,No,70.29,6323.97,Yes,1.22
STD17676,Student_17676,Female,24,CE,6,98.41,23,48,47,118,3.3,Pass,0,No,Yes,81.15,1561.73,Yes,4.07
STD17677,Student_17677,Female,23,CSE,3,91.41,28,43,62,133,3.7,Pass,0,No,No,52.94,4698.87,Yes,1.71
STD17678,Student_17678,Male,18,CE,4,73.47,12,36,50,98,3.0,Pass,0,Yes,No,90.61,1674.72,Yes,4.06
STD17679,Student_17679,Male,23,CE,8,79.78,18,48,51,117,3.3,Pass,0,No,Yes,46.03,7766.45,Yes,3.32
STD17680,Student_17680,Male,24,Textile,5,100.0,18,24,62,104,3.0,Fail,2,No,No,84.81,6189.08,Yes,0.5
STD17681,Student_17681,Female,24,EEE,8,93.73,14,49,61,124,3.7,Fail,1,No,No,99.09,3739.7,Yes,4.2
STD17682,Student_17682,Male,19,CSE,4,75.2,15,30,62,107,3.3,Pass,0,No,No,98.76,3873.0,Yes,4.44
STD17683,Student_17683,Female,24,Textile,5,90.19,21,46,69,136,4.0,Fail,1,No,No,56.93,6283.44,Yes,5.59
STD17684,Student_17684,Female,22,BBA,4,78.64,16,46,43,105,3.3,Pass,0,No,No,60.45,4268.9,Yes,2.66
STD17685,Student_17685,Female,21,ME,4,82.05,16,44,55,115,3.3,Fail,1,No,No,53.05,6793.47,Yes,2.05
STD17686,Student_17686,Male,23,EEE,2,99.34,29,46,56,131,3.7,Fail,1,No,No,72.83,4180.96,Yes,0.73
STD17687,Student_17687,Male,21,Textile,5,89.98,19,31,39,89,2.5,Pass,0,No,No,73.94,5274.01,Yes,1.14
STD17688,Student_17688,Female,19,Textile,1,73.25,25,23,66,114,3.3,Fail,1,No,No,57.1,3828.34,Yes,5.26
STD17689,Student_17689,Female,17,CE,2,85.98,26,39,36,101,3.0,Fail,2,No,No,84.2,4133.97,No,7.28
STD17690,Student_17690,Female,17,BBA,2,96.68,22,44,46,112,3.3,Pass,0,No,Yes,59.45,6264.57,Yes,3.78
STD17691,Student_17691,Female,18,BBA,2,88.94,14,42,33,89,2.5,Pass,0,No,No,73.1,9356.63,Yes,5.47
STD17692,Student_17692,Male,21,CE,2,84.68,23,21,62,106,3.3,Pass,0,No,No,55.26,3971.97,Yes,3.61
STD17693,Student_17693,Male,19,Textile,1,79.81,18,37,45,100,3.0,Fail,1,No,No,58.91,2598.13,Yes,3.52
STD17694,Student_17694,Female,21,Textile,2,85.42,23,43,53,119,3.3,Pass,0,No,Yes,39.5,1766.09,Yes,3.32
STD17695,Student_17695,Female,20,CE,6,55.28,17,23,50,90,3.0,Fail,2,No,No,64.1,7493.81,Yes,7.03
STD17696,Student_17696,Female,21,EEE,8,86.11,29,45,58,132,3.7,Fail,1,No,No,78.95,6399.47,Yes,3.74
STD17697,Student_17697,Male,21,CSE,1,74.85,19,40,44,103,3.0,Fail,2,Yes,Yes,100.0,4604.31,Yes,4.95
STD17698,Student_17698,Female,20,EEE,6,73.44,18,36,57,111,3.3,Fail,1,No,No,36.44,2106.57,Yes,3.34
STD17699,Student_17699,Male,20,CSE,8,88.26,16,39,47,102,3.0,Fail,1,No,No,30.3,7233.55,Yes,2.93
STD17700,Student_17700,Female,23,BBA,1,87.14,19,41,37,97,3.0,Pass,0,No,No,66.4,7353.54,Yes,2.0
STD17701,Student_17701,Male,24,ME,6,83.33,19,47,38,104,3.0,Fail,1,No,No,47.56,3887.88,Yes,1.82
STD17702,Student_17702,Male,24,CE,2,84.07,17,42,35,94,3.0,Pass,0,No,No,85.48,5065.53,Yes,3.32
STD17703,Student_17703,Female,19,EEE,8,78.78,26,31,63,120,3.7,Pass,0,Yes,No,55.43,6752.56,No,1.49
STD17704,Student_17704,Male,23,BBA,3,67.13,29,32,32,93,3.0,Fail,2,No,Yes,52.58,2054.18,No,2.17
STD17705,Student_17705,Male,17,EEE,1,84.08,15,49,47,111,3.3,Fail,2,No,Yes,56.82,2425.85,Yes,4.75
STD17706,Student_17706,Male,18,Textile,8,90.94,29,46,48,123,3.7,Fail,1,Yes,No,75.06,5741.85,Yes,4.36
STD17707,Student_17707,Male,23,CSE,2,74.11,28,31,38,97,3.0,Fail,2,No,No,56.35,3647.83,Yes,2.62
STD17708,Student_17708,Female,20,CE,7,79.92,22,25,42,89,2.5,Pass,0,No,Yes,49.45,6544.17,Yes,1.49
STD17709,Student_17709,Female,17,Textile,7,83.68,14,21,69,104,3.0,Fail,1,No,Yes,40.33,4331.35,Yes,5.84
STD17710,Student_17710,Female,24,CSE,4,83.24,13,46,34,93,3.0,Pass,0,No,No,72.89,6057.1,Yes,3.56
STD17711,Student_17711,Female,19,Textile,8,84.93,21,35,68,124,3.7,Fail,2,No,Yes,74.11,3558.65,Yes,3.32
STD17712,Student_17712,Female,22,CSE,4,85.66,24,32,65,121,3.7,Fail,2,No,No,44.51,5166.9,Yes,1.48
STD17713,Student_17713,Male,21,CSE,5,75.1,11,42,53,106,3.3,Fail,1,Yes,No,42.11,4480.45,Yes,1.7
STD17714,Student_17714,Male,19,Textile,7,89.69,24,47,66,137,4.0,Pass,0,No,No,65.71,4581.53,Yes,4.29
STD17715,Student_17715,Male,19,BBA,1,80.36,28,46,40,114,3.3,Fail,1,No,No,72.4,4806.86,Yes,3.82
STD17716,Student_17716,Male,20,CE,7,91.95,17,23,39,79,2.5,Pass,0,No,No,53.57,4564.74,Yes,5.08
STD17717,Student_17717,Female,18,ME,1,86.37,24,47,32,103,3.0,Pass,0,No,No,36.82,5296.53,Yes,2.63
STD17718,Student_17718,Female,23,EEE,8,88.66,19,35,46,100,3.0,Pass,0,Yes,No,55.42,2491.61,Yes,0.57
STD17719,Student_17719,Male,20,CSE,6,94.69,22,42,34,98,3.0,Fail,2,No,No,49.49,5442.94,Yes,1.89
STD17720,Student_17720,Female,21,CE,4,89.49,28,34,66,128,3.7,Fail,2,No,No,66.18,5256.79,Yes,3.01
